Pair,Session,Interlocutor,Joint decision,Transcription,trial_group
18,2,B,8,hvad siger du du tror den skal tappes ,1
18,2,A,8,tappes og dræbes fordi onde arme er det eneste vi har set der leder til at den skal dræbes ,1
18,2,B,8,okay okay så lad os prøve det ,1
18,2,B,9,så måske har du ret i det der med pletterne ,2
18,2,A,9,og den var grøn det skal vi lige huske jeg tror ikke den skal dræbes jeg tror den skal tappes fordi den har pletter ,2
18,2,B,9,okay lad os prøve det ,2
18,2,A,10,den skal ignoreres ,2
18,2,B,10,okay ,2
18,2,A,11,ignorere ,2
18,2,B,11,okay ,2
18,2,A,12,nej den var grøn okay de grønne som har armene nede og ingen pletter,2
18,2,B,12,og den skulle bare have været tappet ,2
18,2,A,12,ja ,2
18,2,B,12,okay dén der skal bare ignoreres ikke ,2
18,2,A,12,jo ,2
18,2,A,13,så det er kun de grønne med arme nede og ingen pletter som vi skal tappe ,2
18,2,B,13,og ignorer ,2
18,2,A,14,den vil jeg også tappe men jeg vil også dræbe den fordi den har onde arme ,2
18,2,B,14,okay prøv det ,2
18,2,B,15,men hvad siger du er det kun de grønne der har noget ,2
18,2,A,15,nej jeg tror også de blå har men de grønne der har armene nede og ingen pletter har også noget men de andre de skal have pletter eller armene oppe ,2
18,2,B,15,okay ,2
18,2,A,15,jeg tror dén der skal både dræbes og tappes ,2
18,2,B,15,ja ,2
18,2,A,16,og det samme ,2
18,2,B,16,det er det samme ja ,2
18,2,B,17,ignoreres ,3
18,2,A,17,den vil vi jo gerne tappe fordi den er grøn ,3
18,2,B,17,okay men så prøver vi det ,3
18,2,A,18,nej den skulle vi have ignoreret hvorfor det den var jo magen til den anden som vi skulle have tappet ,3
18,2,B,18,jamen jeg tror ikke at det er det med farverne ,3
18,2,A,18,den havde også armene nede og ingen pletter ,3
18,2,B,18,ja så skulle vi også ignorere den for så havde den i min teori så havde den ikke nogen farlighedstegn ,3
18,2,A,18,nej det har den heller ikke ,3
18,2,B,18,i min teori så har dén der to farlighedstegn ,3
18,2,A,18,den skal tappes jeg synes den skal dræbes og tappes den har energi i både pletter og arme og så er armene onde ,3
18,2,B,18,okay jamen så prøver vi det ,3
18,2,A,19,så den ikke sådan der ud ,3
18,2,B,19,nej den havde søde øjne dén der har nemlig tre tegn jeg tror den skal dræbes og tappes ,3
18,2,A,19,ja den anden havde søde øjne så den skulle kun dræbes ,3
18,2,B,19,mmm ,3
18,2,A,20,så søde øjne er et skidt tegn her ,3
18,2,B,20,ikke nødvendigvis det kommer an på hvor mange træk se dén der har kun et ondhedstræk hvad var det så vi blev enige om ,3
18,2,A,20,altså i min teori ville jeg sige den skulle dræbes i hvert fald og måske også tappes men den passede vist ikke helt sådan længere det virker bare som om at alle dem med armene opad de skal dræbes og så ved jeg bare ikke hvornår de skal tappes ,3
18,2,B,20,nej hvornår skal de så tappes det skal de måske det ved jeg sgu ikke skal vi dræbe den eller skal vi tappe den ,3
18,2,A,20,det ved jeg heller ikke helt jeg tror altså man skal dræbe den men jeg ved ikke helt om ,3
18,2,B,20,ja det prøver vi så ,3
18,2,B,21,nå men så treeren hvis den har armene oppe kun have armene oppe det er det eneste tegn så skal den bare dræbes ,3
18,2,A,21,okay armene oppe og grøn så skal den dræbes ,3
18,2,B,22,og dén der den har tre tegn jeg tror den skal tappes og dræbes ,3
18,2,A,22,ja ,3
18,2,A,23,nu har den pletter skal vi så ikke tappe den også tap og dræb ,3
18,2,B,23,jo ,3
18,2,A,24,så når den har pletter også dén skal tappes eller skal den bare dræbes ,3
18,2,B,24,dén der den skal nok bare tappes tror jeg ,3
18,2,A,24,det er nok meget rigtigt ,3
18,2,B,25,dén skal ignoreres ,4
18,2,A,25,ja ,4
18,2,B,26,og dén der den skulle dræbes når den kun har ét ondhedstegn så skulle den dræbes ,4
18,2,A,26,ja ,4
18,2,B,27,og den har to ,4
18,2,A,27,der er ikke noget at suge fra den ,4
18,2,B,27,hvad nu hvis teorien er at når den har armene oppe så skal den i hvert fald dræbes hvis så den har pletter,4
18,2,A,27,så skal den også tappes og hvis den har onde øjne så skal den hvad ,4
18,2,B,27,ja hvad skal den så tappes og dræbes måske ,4
18,2,A,27,det kan godt være onde øjne også er et tegn på tappes så er det både pletter og onde øjne der er tap skal vi prøve at tappe den ,4
18,2,B,27,ja ,4
18,2,A,28,den skulle kun dræbes med onde øjne ,4
18,2,B,28,okay så den har kun noget hvis den har pletter så ,4
18,2,A,28,ja okay det kan vi godt prøve at sige indtil videre jeg synes ikke helt den passer men det kan vi lige prøve at se ,4
18,2,B,28,okay ,4
18,2,A,28,den skal tappes så ,4
18,2,B,28,den har to tegn ,4
18,2,A,28,men den skal ikke dræbes eller vil du dræbe den ,4
18,2,B,28,nej jeg vil ikke dræbe den når den ikke har armene oppe ,4
18,2,A,28,så tager vi to ,4
18,2,A,29,og to ,4
18,2,B,29,og det er den samme ja ,4
18,2,B,30,den vil jeg bare dræbe ,4
18,2,A,30,ja ,4
18,2,B,31,den skal vi bare ignorere ,4
18,2,B,32,og den skal dræbes og tappes ,4
18,2,B,33,og ,5
18,2,A,33,dræbes og tappes ,5
18,2,B,33,ja ,5
18,2,B,34,nej den var bare ond ,5
18,2,A,34,den havde søde øjne søde øjne blå armene oppe bringer det kan jeg ikke huske dén skal tappes men ikke dræbes ,5
18,2,B,34,tappes ja ,5
18,2,B,35,den skal bare dræbes ,5
18,2,A,35,ja ,5
18,2,B,36,og den skal bare dræbes ,5
18,2,B,37,og den skal ignoreres ,5
18,2,A,37,ignorer ,5
18,2,B,38,hvis den har én faktor som ikke er armene oppe så skal den tappes så dén der skal ignoreres ,5
18,2,B,39,så dén der ville jeg også sige den skal bare tappes ,5
18,2,A,39,okay ,5
18,2,A,40,men det er øjnene indtil videre som vi har set er den ondhedsfaktor man skal tappe på så det kan godt være det kun er øjnene ,5
18,2,B,40,dén der,5
18,2,A,40,den skal slås ihejl fordi den har armene oppe ,5
18,2,B,40,ja ,5
18,2,B,41,og ignoreres ,6
18,2,B,42,så skal den tappes ,6
18,2,A,42,tappes ,6
18,2,A,43,var den anden blå vi kan prøve at sige at de skal tappes når de har onde øjne og intet andet ,6
18,2,B,43,okay ,6
18,2,A,43,okay den skal tappes ,6
18,2,B,43,den skal kun tappes tror jeg ,6
18,2,B,44,dén der er i hvert fald ond og den skal også tappes tror jeg ,6
18,2,A,44,dræbes og tappes ,6
18,2,B,44,ja ,6
18,2,A,45,den skal tappes vi holder os til den gamle strategi tap ,6
18,2,A,46,onde øjne armene nede det var blå vi skulle tappe grøn vi skulle slå ihjel ,6
18,2,B,47,nå dén der er i hvert fald han har armene oppe og så har han pletter så skal han tappes ,6
18,2,A,47,tappes og dræbes ,6
18,2,B,47,ja ,6
18,2,A,48,blå hvis den havde ingen pletter så skulle den tappes fordi den er blå men nu har den også pletter så skal vi tappe den alligevel ,6
18,2,B,48,det tror jeg ,6
18,2,A,48,okay ,6
18,2,A,49,dræb og tap ,7
18,2,B,49,ja ,7
18,2,A,50,tap men bare tap ,7
18,2,B,50,ja det vil jeg også sige ,7
18,2,B,51,slås ihjel ,7
18,2,A,51,ja ,7
18,2,B,52,dræbes og tappes ,7
18,2,A,52,tappes ,7
18,2,A,53,det samme ,7
18,2,B,53,ja ,7
18,2,B,54,den der skal dræbes og tappes skal den have to ondhedstegn udover at have armene oppe ,7
18,2,A,54,det må være søde øjne den havde den anden der bare skulle dræbes ,7
18,2,B,54,ja den havde også kun armene og pletterne så den havde kun to ,7
18,2,A,54,okay ja det kan vi lige prøve ,7
18,2,B,54,dén der har alle tre så det er fireeren ,7
18,2,B,55,og den skal bare dræbes ,7
18,2,A,56,dræbes ,7
18,2,B,56,nej var det ikke den der vi lige havde før eller hvad det var det måske ikke ,7
18,2,A,56,skal den ikke bare ,7
18,2,B,56,skal den bare dræbes ,7
18,2,A,56,ja jeg tror bare den skal dræbes ,7
18,2,B,56,okay ,7
18,2,A,57,tappes ,8
18,2,B,57,ja ,8
18,2,B,58,altså hvis de begynder at blande farverne ind i det så kan jeg ikke finde ud af det mere nå dén der den skulle bare slås ihjel ikke fordi den kun har armene oppe ,8
18,2,A,58,jo jeg bliver sådan helt i tvivl om alt nu ,8
18,2,A,59,nu havde den kun to ondhedstegn og søde øjne skal den bare dræbes så ,8
18,2,B,59,det tror jeg ,8
18,2,B,60,er det fordi den havde pletter denne her gang så ,8
18,2,A,60,det havde den også sidste gang hvor at de sagde at,8
18,2,B,60,havde den ikke bare kun øjnene ,8
18,2,A,60,den havde også pletter men søde øjne okay pletterne det er tap ,8
18,2,B,60,vi tapper ,8
18,2,A,61,dræb og tap ,8
18,2,B,61,dræbe og tappe ja ,8
18,2,B,62,bare dræb ,8
18,2,A,62,ja ,8
18,2,A,63,okay grøn onde øjne armene opad skal hvad var det ,8
18,2,B,63,den skal tappes dén der ,8
18,2,A,63,ja ,8
18,2,B,64,ignorer tror jeg ,8
18,2,A,65,dræb og tap ,9
18,2,B,65,dræb og tap ja ,9
18,2,B,66,bare dræb ,9
18,2,A,67,og vi dræber igen ,9
18,2,B,67,ja ,9
18,2,A,68,og igen ,9
18,2,B,68,dræber igen ,9
18,2,A,69,og tapper ,9
18,2,B,69,ja lad os prøve det ,9
18,2,A,70,ignorere den ,9
18,2,B,70,ja ,9
18,2,B,71,dræb fordi den har de der arme ,9
18,2,A,72,tappe og dræbe ,9
18,2,B,72,og dræb ,9
18,2,A,73,ignorer ,10
18,2,B,73,mmm ,10
18,2,A,74,ignorer ,10
18,2,B,74,ja ,10
18,2,B,75,tappe ,10
18,2,A,75,tap ,10
18,2,A,76,så pletter armene nede og søde øjne så ignorerer vi dem åbenbart også den var blå den her den skal bare dræbes ,10
18,2,B,76,ja ,10
18,2,A,77,tappe ,10
18,2,B,77,ja ,10
18,2,B,78,tap og dræb ,10
18,2,B,79,og det samme ,10
18,2,B,80,og nu lavede vi ikke fejl der sidst ,10
18,2,A,80,jo det kan godt være altså umiddelbart skal vi jo bare ignorere den men hvad skulle vi ellers ,10
18,2,B,80,skal vi prøve at dræbe den fordi den har de der øjne ,10
18,2,A,80,skal den bare dræbes fordi den har onde øjne ,10
18,2,B,80,det tror jeg ,10
18,2,A,80,vi kan godt prøve at dræbe den ,10
18,2,B,81,den skal tappes så i hvert fald ikke ,11
18,2,A,81,jo ,11
18,2,A,82,armene nede blå og onde øjne den skulle tappes den skal vi huske til næste gang skal vi prøve at ignorere den ,11
18,2,B,82,ignorer den ,11
18,2,B,83,dén skal i hvert fald dø ,11
18,2,A,83,ja var den også nutricious det har den ikke for det er nede med armene nu som vi siger der også er nutricious ,11
18,2,A,84,okay nu er det alle de blå de skal have noget alle blå uden og med prikker ,11
18,2,B,84,og den skal tappes ,11
18,2,A,84,ja ,11
18,2,A,85,var det alle grønne vi sagde der skulle tappes ,11
18,2,B,85,nej var det ikke alle de blå ,11
18,2,A,85,jo så denne her ignorerer vi ,11
18,2,B,85,okay ,11
18,2,B,86,okay ét ondhedstegn så prøver vi at tappe ,11
18,2,A,86,okay ,11
18,2,B,87,tap ,11
18,2,A,87,så tapper vi ,11
18,2,A,88,vi tapper ,11
18,2,B,88,ja ,11
18,2,B,89,den skal dø ,12
18,2,A,89,ja ,12
18,2,A,90,tappe ,12
18,2,B,90,tappes ,12
18,2,A,91,ignorere ,12
18,2,B,91,mmm ,12
18,2,A,92,tap og dræb ,12
18,2,B,92,ja ,12
18,2,A,93,tap ,12
18,2,A,94,tap og dræb ,12
18,2,B,94,mmm ,12
18,2,B,95,skal den så også bare dræbes ,12
18,2,A,95,eller skal den bare tappes den har jo ikke armene oppe ,12
18,2,B,95,okay ,12
18,2,A,96,ignorer ,12
18,2,B,96,jeg tror den skal tappes jeg ved det ikke ,12
18,2,A,96,var det blå vi sagde før der skulle tappes eller var det grøn ,12
18,2,B,96,jeg tror det var blå ,12
18,2,A,96,skal vi sige tap ,12
18,2,B,96,ja ,12
19,1,A,1,der er ikke noget i dén der er der det ,1
19,1,B,1,jamen kan man se det ,1
19,1,A,1,jeg tænker bare at der er et eller andet væske eller sådan men det finder vi selvfølgelig ud af ,1
19,1,B,1,altså ja kan vi ikke bare trykke to og så se om den har noget eller ikke har noget ,1
19,1,A,1,jo så slår vi den bare ihjel men jo lad os bare ,1
19,1,A,2,er det så bare friendly eller hvad ,1
19,1,B,2,ja det tænker jeg den ser jo ikke sådan farlig ud ,1
19,1,A,2,næh ,1
19,1,B,3,den ser sådan lidt mere aggressiv ud på øjnene men det ved jeg ikke det er bare fordi vi har jo ikke fået noget af det der jelly ting endnu vel ,1
19,1,A,3,nej ,1
19,1,B,3,så vi ved faktisk ikke hvordan den ser ud ,1
19,1,A,3,når så vi får ekstra point for det der jelly gjorde vi ikke det ,1
19,1,B,3,jo det tror jeg ,1
19,1,A,3,nej det ved vi så ikke ,1
19,1,B,3,så ved vi ikke hvordan den ser ud så dén der skal vi slå den ihjel og se om den har noget altså trykke fire ,1
19,1,A,3,når ja ,1
19,1,B,4,den er vel også meget venlig er den ikke det ,1
19,1,A,4,den tappede vi gjorde vi ikke det ,1
19,1,B,4,det tror jeg ,1
19,1,A,5,så det er i forhold også til farverne eller hvad ,1
19,1,B,5,måske ,1
19,1,A,5,så skal dén der slås ihjel hvis det er ,1
19,1,B,5,ja ,1
19,1,A,6,og dén der ,1
19,1,B,6,skal den ikke er den farlig altså den er jo ikke lige så farlig som den vi havde før ,1
19,1,A,6,nej jeg ved sgu ikke om vi skal tappe den eller om man skal ,1
19,1,B,6,skal vi ikke bare prøve det ,1
19,1,A,6,skal vi prøve at tappe den ,1
19,1,B,6,ja to ,1
19,1,A,7,er det så ikke også bare ignore ,1
19,1,B,7,jo ,1
19,1,B,8,okay den skal vi også ignorere ,1
19,1,A,8,ja ,1
19,1,A,9,og ignorere igen ,2
19,1,A,10,den har vi haft har vi ikke det blev den ikke tappet eller hvad ,2
19,1,B,10,jo det tror jeg ,2
19,1,B,11,er den ikke sød nok ,2
19,1,A,11,jo er den ikke friendly ,2
19,1,B,11,jo det tror jeg også ,2
19,1,B,12,nå den havde et eller andet hvordan kan man se det ,2
19,1,A,12,er det så bare på bøfferne eller hvad dén der er i hvert fald ond ,2
19,1,B,12,den er ond ja ,2
19,1,A,12,men det er det om den skal slås ihjel og tappes eller men det tror jeg måske ,2
19,1,B,12,ja prøv det ,2
19,1,B,13,jamen dén der er det ikke bare den blå udgave af den grønne så den er venlig ,2
19,1,A,13,jo men det er så det om den er tappes eller at den er venlig ,2
19,1,B,13,ja ,2
19,1,A,13,det er nok en eller to hvad tror du ,2
19,1,B,13,jeg tror måske bare den er venlig ,2
19,1,A,13,skal vi prøve eneren ,2
19,1,B,13,ja ,2
19,1,B,14,den er i hvert fald farlig ,2
19,1,A,14,ja så det er tre eller fire ,2
19,1,B,14,ja har vi fundet ud af om de der pletter betyder noget og har vi fundet ud af om farven betyder noget den før var venlig og den var blå den ignorerede vi bare ,2
19,1,A,14,mmm men der var en vi lavede fejl på der mindede om den her mener jeg og der var det fire ,2
19,1,B,14,skal vi bare prøve at dræbe den så ,2
19,1,B,15,den skulle have været en fire den var blå og havde pletter denne her den er grøn men venlig ,2
19,1,A,15,ja ,2
19,1,B,15,så skal vi prøve at se om det er farven der gør det ,2
19,1,A,15,ja er det ignorer eller tap så ,2
19,1,B,15,hvis den anden den var blå og farlig og den skulle vi have taget fireeren til og denne her den er venlig og grøn skal vi så ikke prøve en ,2
19,1,B,16,så er det måske farven der gør det eller også så er det pletterne måske den anden havde jo også pletter ,2
19,1,A,16,den er unfriendly den her ,2
19,1,B,16,ja ,2
19,1,A,16,er det så bare slå ihjel eller hvad ,2
19,1,B,16,jamen hvis det er pletterne der gør det hvis den har pletter og så har noget ,2
19,1,A,16,når så har den også noget ja ,2
19,1,B,16,ja måske prøv fire ,2
19,1,A,17,den må skulle tappes den der ,3
19,1,B,17,ja ja det gør vi to ,3
19,1,B,18,så er det måske pletterne okay hvis vi siger fire til dén der også ,3
19,1,A,18,ja det burde næsten være fire ikke ,3
19,1,B,18,jo ,3
19,1,B,19,den er venlig ,3
19,1,A,19,mmm den er blå og den har prikker den grønne den skulle tappes ikke det er så det om den blå skal tappes når den har prikker jeg kan ikke huske om den grønne den havde prikker dengang ,3
19,1,B,19,nej det kan jeg faktisk heller ikke to ,3
19,1,A,20,skal vi så ignorere igen nu her eller skal jeg tappe den den er venlig ,3
19,1,B,20,ja ,3
19,1,A,20,så er det er kun øjnene vel der bestemmer om den er venlig eller angry som jeg forstår det ,3
19,1,B,20,ja så hvad gjorde vi ved den forrige den skulle vi have ignoreret så skal vi ignorere,3
19,1,A,20,den tappede vi ,3
19,1,B,20,tappede vi den ja vi skulle have ignoreret den så ignorerer vi dén også ,3
19,1,A,21,så måske er det musklerne der gør det tænker jeg ,3
19,1,B,21,ja det kan også være så den skal slås ihjel ,3
19,1,A,22,så skal dén der slås ihjel og tappes ,3
19,1,B,22,ja ,3
19,1,A,23,den skal bare slås ihjel skal den ikke det ,3
19,1,B,23,jo ,3
19,1,A,24,nå så det er ikke øjnene der gør det ,3
19,1,B,24,nå det trøde jeg også det var ,3
19,1,A,24,denne her må skulle tappes ellers ,3
19,1,B,24,ja prøv ,3
19,1,A,25,venlig ,4
19,1,B,25,ja ,4
19,1,A,25,skal tappes tror jeg ,4
19,1,B,25,ja prøv ,4
19,1,B,26,den stod sådan her og var venlig og var blå og havde pletter ,4
19,1,A,26,det skal vi bare huske man skal bare memorize dem ,4
19,1,B,26,okay dén er farlig ,4
19,1,A,26,ja jeg tror bare vi skal ignorere dén der fordi der var en der nemlig også var sur hvor der stod at vi bare skulle have ignoreret den og jeg mener at den også var blå men jeg kan ikke lige huske om den også havde prikker ,4
19,1,B,26,nej ja ,4
19,1,A,26,skal jeg prøve det ,4
19,1,B,26,ja ,4
19,1,B,27,den er også farlig er den ikke ,4
19,1,A,27,jo slå ihjel eller ,4
19,1,B,27,ja ,4
19,1,A,28,blå med muskler ,4
19,1,B,28,ingenting ingen prikker ,4
19,1,A,28,er det bare ignorer ,4
19,1,B,28,ja det tror jeg ,4
19,1,B,29,det var ligesom den anden før den skal slås ihjel og tappes ,4
19,1,A,29,skulle den have slås ihjel og tappes ,4
19,1,B,29,ja det tror jeg måske jeg ved det ikke ,4
19,1,A,29,tap og slå ihjel ,4
19,1,A,30,så er det bare ignore ,4
19,1,A,31,den skal tappes skal den ikke det ,4
19,1,B,31,prøv jeg kan virkelig ikke finde noget system i det ,4
19,1,B,32,skal den så ikke slås ihjel ,4
19,1,A,32,jo det vil jeg også sige ,4
19,1,B,33,og skal den bare slås ihjel fordi det er en farlig en ,5
19,1,A,33,ja sidste gang havde den prikker så nu finder vi i hvert fald ud af om det er forskellen ,5
19,1,B,33,ja ,5
19,1,A,34,den er unfriendly hvis den har prikker det er mærkeligt okay ,5
19,1,B,34,dén er venlig ,5
19,1,A,34,ja det er så det om den skal tappes eller om den skal ignoreres måske skal den bare ignoreres nej hvis den havde muskler var det så ikke så tappede vi den ,5
19,1,B,34,ja det kan godt være ,5
19,1,A,35,det er det samme igen ,5
19,1,B,35,ja prøv igen ,5
19,1,B,36,er det ikke bare det samme igen den har bare en anden farve ,5
19,1,A,36,jo ,5
19,1,A,37,nå okay så farven betyder ikke noget så skal den bare ignoreres ,5
19,1,B,37,ja ,5
19,1,B,38,den er farlig så skal den skal den ikke bare dræbes en treer ,5
19,1,A,38,jeg tror også bare den skal dræbes ,5
19,1,A,39,så skal den tappes ,5
19,1,B,39,ja ,5
19,1,B,40,okay hvad betyder den der peger på symbol der enten viser pistol eller dødningehoved ,5
19,1,A,40,betyder det ikke at skyde den ,5
19,1,B,40,jo og tage det fra den altså det er lige før vi er nødt til at spørge tænker jeg for at finde ud af helt præcis fordi da hun listede dem op der var ikke en hvor det var dobbelt ,5
19,1,A,40,det kan godt være vi skal spørge ,5
19,1,B,40,altså bare fordi det er træls at vi tror det betyder noget og så betyder det noget andet okay skal jeg hente hende ,5
19,1,A,40,ja det må du gerne ,5
19,1,B,40,okay uanset om der er den der pistol eller dødningehovedet så er det bare slå den ihjel og tappe den bagefter ,5
19,1,A,40,okay ,5
19,1,B,40,så det skal vi bare ignorere at det ikke er det samme ,5
19,1,A,40,ja okay ,5
19,1,B,40,men jeg synes stadigvæk ikke at det giver mening når vi ,5
19,1,A,40,nej det synes jeg heller ikke nå denne her den må være en ikke eller er det to ,5
19,1,B,40,jojo altså det er en ,5
19,1,A,41,og den skal tappes ikke eller hvad er den bare friendly ,6
19,1,B,41,ja ja er den ikke det det tror jeg ,6
19,1,A,41,jeg mener bare vi tapper den når den,6
19,1,B,41,ja når den ser sådan der ud ja ,6
19,1,A,42,men de der prikker de gør altså også noget men hvad har jeg ikke lige ,6
19,1,B,42,dén der skal den ikke bare slås ihjel ,6
19,1,A,42,skal den bare slås ihjel ,6
19,1,B,42,jeg er overhovedet ikke sikker prøv ,6
19,1,A,42,slår vi den ihjel ,6
19,1,B,42,ja ,6
19,1,B,43,den skal tappes skal den ikke ,6
19,1,A,43,jo ,6
19,1,A,44,den skal ignoreres skal den ikke ,6
19,1,B,44,nej jo den skal den også jo ,6
19,1,B,45,den skal den skal slås ihjel ,6
19,1,A,45,ja ,6
19,1,A,46,den skal ignoreres ,6
19,1,B,46,ja ,6
19,1,B,47,skal den så slås ihjel og tappes ,6
19,1,A,47,det er jo så det om den skal det skal den nok så ,6
19,1,B,47,ja ,6
19,1,A,47,fordi den med prikker skal ikke slås ihjel ,6
19,1,B,48,skulle den bare have været tappet ,6
19,1,A,48,skal den så bare tappes så det kan godt være den bare skal tappes ,6
19,1,A,49,den skal også tappes ,7
19,1,A,50,den skal også tappes ,7
19,1,B,50,ja ,7
19,1,B,51,den skal bare ignoreres ,7
19,1,A,51,ja ,7
19,1,A,52,så skal den tappes ,7
19,1,B,52,ja ,7
19,1,A,53,den skulle den havde prikker jeg ved ikke den anden havde ikke prikker men jeg ved ikke om det gør en forskel det kan godt være den bare skal tappes ,7
19,1,B,53,ja prøv det ,7
19,1,B,54,så fire ,7
19,1,A,55,så prikker gør åbenbart den store forskel ,7
19,1,B,55,ja ,7
19,1,B,56,og den skal bare slås ihjel eller hvad ,7
19,1,A,56,ja ,7
19,1,A,57,er det så dén der der skal slås ihjel det tror jeg måske det er ,8
19,1,B,57,ja prøv det ,8
19,1,B,58,okay så synes jeg ikke der er noget system i det ,8
19,1,B,59,den skal bare tappes ,8
19,1,A,59,tappes ja ,8
19,1,A,60,og ignorere ,8
19,1,B,60,ja ,8
19,1,A,61,og det var den der skulle tappes ,8
19,1,B,62,skal den bare slås ihjel ,8
19,1,A,62,jeg ved det ikke skal vi prøve at slå den ihjel ,8
19,1,B,62,ja ,8
19,1,A,63,nå ignore ,8
19,1,B,63,ja ,8
19,1,B,64,tappes ,8
19,1,A,64,ja ,8
19,1,B,65,tappes ,9
19,1,A,65,tappes ,9
19,1,A,66,var det ikke også tappes nej var det ikke den der skulle slås ihjel ,9
19,1,B,66,det tror jeg ,9
19,1,A,67,og den skulle tappes ,9
19,1,A,68,og den er friendly ,9
19,1,B,68,ja den skal ignoreres ,9
19,1,A,69,ignoreres ,9
19,1,B,69,ja ,9
19,1,A,70,og tappes ,9
19,1,B,70,ja ,9
19,1,A,71,ignoreres ,9
19,1,B,71,ignoreres ,9
19,1,A,72,ignoreres ,9
19,1,B,72,ignoreres ja ,9
19,1,A,73,og ignoreres ,10
19,1,B,73,ja ja ,10
19,1,A,74,what er det fordi den havde prikker eller fordi den havde armene nede det må det så være ,10
19,1,B,74,det kan godt være ,10
19,1,A,74,den skal tappes ,10
19,1,B,74,ja ,10
19,1,B,75,den skal også tappes skal den ikke det ,10
19,1,A,75,jo ,10
19,1,A,76,det var den der fire ,10
19,1,B,76,ja ja det er rigtigt ,10
19,1,A,77,og det var den der skulle slås ihjel mener jeg ,10
19,1,B,77,ja ,10
19,1,A,77,fordi den har prikker ,10
19,1,B,77,ja ,10
19,1,B,78,og det er en fireer ,10
19,1,A,78,fireer yes ,10
19,1,A,79,den skulle bare ignoreres tror jeg ,10
19,1,B,79,nej jo jo ,10
19,1,A,80,to ,10
19,1,B,80,ja ,10
19,1,B,81,og det var tappes igen var det ikke det ,11
19,1,A,81,jo ,11
19,1,A,82,tappes ,11
19,1,B,82,mmm ,11
19,1,A,83,ignorere ,11
19,1,B,83,ignoreres ,11
19,1,B,84,og skal den ikke også bare ,11
19,1,A,84,den skulle ignoreres ,11
19,1,B,84,skulle den ignoreres ,11
19,1,A,84,ja fordi den havde ikke prikker ,11
19,1,B,84,når ja ,11
19,1,B,85,tappes ,11
19,1,A,85,ja ,11
19,1,B,86,skal også tappes ,11
19,1,A,86,ja ,11
19,1,A,87,og ignorere ,11
19,1,B,87,ja ,11
19,1,B,88,og to igen ,11
19,1,A,88,yes ,11
19,1,A,89,og så var det slå ihjel og tap ,12
19,1,B,89,fire ja ,12
19,1,B,90,det var ,12
19,1,A,90,jeg tror bare det er en faktisk ,12
19,1,B,90,var det en ,12
19,1,A,90,det tror jeg ,12
19,1,B,90,ja prøv ,12
19,1,B,91,og det var det var også ignoreres var det ikke det ,12
19,1,A,91,jo det tror jeg du har ret i ,12
19,1,A,92,og ignorer igen ,12
19,1,B,92,ja ,12
19,1,B,93,ignoreres eller nej,12
19,1,A,93,nej det er den med prikker ,12
19,1,B,93,den skal slås ihjel ,12
19,1,A,94,og ignorer ,12
19,1,B,94,ja ,12
19,1,B,95,skal den ikke bare ignoreres ,12
19,1,A,95,jo ,12
19,1,B,96,den har pletter,12
19,1,A,96,når det er rigtigt fire ,12
19,1,B,96,ja ,12
19,2,B,1,okay så de er de samme men de gør noget andet ,1
19,2,A,1,ja ,1
19,2,B,1,så så bliver vi jo nødt til at prøve os frem igen ,1
19,2,A,1,jaja men hvis det ikke er det samme som før før ville vi jo have ignoreret den der så nu skal vi gøre noget nyt formentligt ,1
19,2,B,1,ja jamen så prøv at tappe den ,1
19,2,A,2,så lad os gå efter det gamle igen dén der skulle skulle den have været slået ihjel før eller hvad ,1
19,2,B,2,ja det tror jeg ,1
19,2,A,2,eller skulle den tappes det kan godt være den bare skal tappes nej ,1
19,2,B,2,var det ikke det med pletterne ,1
19,2,A,2,det kan egentligt godt passe ja ,1
19,2,A,3,så skal den bare ignoreres ,1
19,2,B,3,ja ,1
19,2,A,4,den skal tappes ,1
19,2,B,4,ja ,1
19,2,A,5,det er jo så der hvor de er anderledes ,1
19,2,B,5,ja okay men er den ikke stadig venlig dén der ,1
19,2,A,5,det er så det jeg ikke ved nu når det er blevet lavet om det var den vi ville have ignoreret før ,1
19,2,B,5,ja men gjorde vi ikke også det på en af dem lige nu her ,1
19,2,A,5,jo hvor det var det samme men jeg kan ikke huske om den har prikker men vi kan godt prøve ,1
19,2,B,5,ja ,1
19,2,A,5,ignorere den ,1
19,2,B,5,ja ,1
19,2,B,6,var det den der var farlig før ,1
19,2,A,6,ja havde den også nutrition ,1
19,2,B,6,ja det tror jeg måske ,1
19,2,A,6,fire ,1
19,2,B,6,ja ,1
19,2,A,7,er det så bare ignorer dén der eller hvad eller skal den tappes vi er sikkert nødt til at lære dem igen for at ,1
19,2,B,7,ja ignorer den ,1
19,2,A,8,denne her den skulle bare ignoreres mener jeg ,1
19,2,B,8,ja det tror jeg også ,1
19,2,A,9,tappes eller hvad ,2
19,2,B,9,ja ,2
19,2,A,10,den skal nakkes dén der ,2
19,2,B,10,ja ,2
19,2,B,11,prøv at sige fire til den her ,2
19,2,B,12,så sådan her,2
19,2,A,12,med pletter så skal de fire ,2
19,2,B,12,ja og dén der var den ikke farlig skal den ikke bare slås ihjel ,2
19,2,A,12,den skal nok slås ihjel ja ,2
19,2,B,13,denne her den var en fireer ,2
19,2,A,13,fireer ,2
